roll,pitch,thumb,pointer,middle,ax,ay,az,sign
-130.85,-6.39,254,59,25,1.13,-7.63,-6.60,fist
-138.95,-2.82,252,58,25,0.47,-6.25,-7.18,fist
-141.80,-3.59,252,62,26,0.58,-5.71,-7.25,fist
-130.00,-7.26,252,63,27,1.62,-9.76,-8.19,fist
-135.44,-0.83,252,63,28,0.15,-7.33,-7.44,fist
-137.74,-5.01,253,64,28,0.87,-6.65,-7.32,fist
-136.00,-4.54,253,65,29,0.79,-6.88,-7.12,fist
-133.72,-6.69,253,65,29,1.19,-7.34,-7.02,fist
-133.29,-8.63,253,64,29,1.55,-7.44,-7.01,fist
-135.63,-11.65,253,64,29,2.05,-6.94,-7.10,fist
-129.07,-9.03,253,63,20,1.66,-8.09,-6.57,fist
-133.20,-10.59,253,59,26,1.83,-7.13,-6.70,fist
-134.60,-1.58,253,58,25,0.25,-6.50,-6.41,fist
-121.19,-12.53,252,58,25,2.33,-8.96,-5.42,fist
-120.84,-13.18,254,61,25,2.47,-9.06,-5.41,fist
-113.09,-8.12,253,63,26,1.45,-9.34,-3.98,fist
-100.09,-25.33,253,63,26,4.49,-9.34,-1.66,fist
-111.05,-30.43,253,64,27,5.99,-9.51,-3.66,fist
-122.27,-30.20,253,64,27,4.70,-6.82,-4.31,fist
-137.07,3.08,253,65,28,-0.63,-7.95,-8.55,fist
-130.01,-10.94,253,65,28,1.98,-7.87,-6.60,fist
-117.48,-4.94,253,66,29,0.96,-9.91,-5.15,fist
-115.17,-6.62,254,67,30,0.95,-7.39,-3.47,fist
-113.14,-40.34,253,67,30,5.23,-5.66,-2.42,fist
-111.20,-40.88,253,68,31,5.55,-5.98,-2.32,fist
-98.22,-22.71,253,68,30,2.28,-5.38,-0.78,fist
-72.11,-23.56,253,68,30,3.60,-7.86,2.54,fist
-75.25,-10.83,255,71,29,2.27,-11.49,3.03,fist
-95.09,-0.05,252,67,30,0.02,-22.22,-1.98,fist
-80.52,17.76,253,68,31,-3.50,-10.77,1.80,fist
-78.94,0.84,253,70,32,-0.17,-11.09,2.17,fist
-79.46,17.71,253,71,33,-2.95,-9.09,1.69,fist
-88.69,10.83,253,71,34,-1.67,-8.71,0.20,fist
-86.36,-8.40,255,71,34,1.42,-9.58,0.61,fist
-72.52,9.47,253,71,35,-1.35,-7.73,2.43,fist
-64.73,8.03,253,71,35,-1.29,-8.26,3.90,fist
-66.65,7.78,253,71,36,-1.21,-8.14,3.51,fist
-68.89,3.18,253,71,36,-0.53,-8.92,3.44,fist
-70.58,0.71,255,72,36,-0.13,-10.19,3.59,fist
-68.14,-1.82,254,73,36,0.34,-9.80,3.93,fist
-66.75,-7.62,253,72,36,1.25,-8.62,3.70,fist
-80.34,-12.95,253,72,37,2.06,-8.82,1.50,fist
-101.07,-15.43,253,72,37,2.64,-9.38,-1.84,fist
-102.77,-14.32,253,72,37,2.51,-9.57,-2.17,fist
-102.80,-10.73,253,72,37,1.76,-9.06,-2.06,fist
-105.91,-13.47,253,71,35,2.66,-10.70,-3.05,fist
-115.61,-12.22,253,72,36,1.93,-8.02,-3.85,fist
-111.06,-7.85,253,73,38,1.17,-7.93,-3.05,fist
-99.11,-9.28,253,73,38,1.56,-9.45,-1.52,fist
-97.52,-11.22,253,74,38,1.99,-9.94,-1.31,fist
-97.15,-6.80,253,74,38,1.17,-9.76,-1.22,fist
-98.21,-7.20,253,73,38,1.24,-9.70,-1.40,fist
-98.36,-6.15,249,74,38,1.08,-9.95,-1.46,fist
-95.12,-4.23,253,74,39,0.74,-9.94,-0.89,fist
-96.04,-2.20,253,74,38,0.40,-10.36,-1.10,fist
-96.77,-2.23,251,74,38,0.40,-10.33,-1.23,fist
-97.93,-0.15,253,74,37,0.03,-10.83,-1.51,fist
-104.13,1.08,253,73,37,-0.21,-10.70,-2.69,fist
-116.92,10.00,250,71,35,-2.34,-11.82,-6.00,fist
-104.81,-6.11,253,68,31,1.50,-13.58,-3.59,fist
-153.41,-25.51,253,67,27,7.80,-7.31,-14.61,fist
-130.21,17.34,253,67,29,-1.30,-3.17,-2.68,fist
158.61,14.24,253,66,29,-0.55,0.79,-2.01,fist
-148.11,15.88,253,61,29,-2.31,-4.28,-6.88,fist
-159.49,30.72,253,59,28,-6.72,-3.96,-10.60,fist
-158.96,24.65,253,59,28,-3.97,-3.11,-8.08,fist
161.40,-20.48,253,58,26,1.57,1.34,-3.99,fist
-156.81,-44.90,253,58,26,3.82,-1.51,-3.53,fist
-114.62,-33.76,253,59,26,3.86,-5.26,-2.41,fist
-88.85,-30.04,255,59,26,5.65,-9.76,0.20,fist
-83.19,-19.38,255,59,26,4.38,-12.36,1.48,fist
-84.90,-4.44,253,59,26,1.30,-16.69,1.49,fist
-85.75,3.81,253,59,26,-1.22,-18.23,1.36,fist
-87.03,8.97,255,59,26,-3.01,-19.03,0.99,fist
-81.19,16.16,253,59,27,-4.88,-16.66,2.58,fist
-77.28,14.99,253,60,27,-3.89,-14.16,3.20,fist
-76.59,26.35,253,63,29,-4.06,-7.97,1.90,fist
-124.53,6.51,252,66,31,-0.28,-1.99,-1.37,fist
174.77,82.10,253,67,31,-2.65,0.03,-0.37,fist
139.79,-34.11,253,68,31,2.91,2.77,-3.28,fist
-105.87,-78.31,252,67,30,3.60,-0.72,-0.20,fist
16.15,-60.22,253,62,28,5.77,0.92,3.17,fist
-19.11,-52.52,253,63,28,8.24,-2.07,5.97,fist
-72.94,-32.15,255,66,31,10.69,-16.27,4.99,fist
-63.31,-28.85,253,75,35,8.40,-13.62,6.85,fist
-57.66,-34.27,253,74,31,7.01,-8.69,5.50,fist
-54.93,-42.13,251,73,30,7.63,-6.90,4.85,fist
-56.20,-39.81,254,73,28,7.06,-7.04,4.71,fist
-59.70,-12.29,253,69,28,2.92,-11.57,6.76,fist
-59.02,-3.96,253,73,28,1.12,-13.92,8.36,fist
-58.07,-23.29,253,74,29,5.60,-11.04,6.88,fist
-25.50,-48.09,253,75,30,5.58,-2.15,4.52,fist
60.95,-61.00,254,75,30,5.58,2.70,1.50,fist
47.92,-67.47,252,75,31,5.69,1.75,1.58,fist
-50.81,-52.22,253,75,32,7.84,-4.71,3.84,fist
-48.52,-53.48,253,74,29,9.54,-5.29,4.68,fist
-58.67,-36.82,253,74,29,8.79,-10.03,6.10,fist
-57.09,-25.25,253,76,30,7.37,-13.13,8.49,fist
-55.87,-23.17,245,76,30,8.06,-15.58,10.56,fist
-56.07,-17.43,253,77,30,6.37,-16.84,11.33,fist
-54.23,-13.77,253,77,31,3.42,-11.32,8.15,fist
-58.09,-0.38,253,78,32,0.08,-9.81,6.11,fist
-72.32,18.41,253,78,32,-3.39,-9.71,3.09,fist
-69.42,39.11,253,78,32,-4.31,-4.97,1.87,fist
-101.43,-34.98,253,78,31,2.32,-3.26,-0.66,fist
-112.46,-37.83,253,78,32,3.78,-4.49,-1.86,fist
-114.13,-54.62,253,79,32,8.53,-5.53,-2.48,fist
-109.01,-39.25,253,79,33,5.26,-6.09,-2.10,fist
-92.55,-41.19,253,80,33,7.12,-8.13,-0.36,fist
-53.97,-37.80,253,80,33,7.97,-8.31,6.04,fist
-51.23,-35.72,253,80,33,7.26,-7.88,6.33,fist
-80.21,-45.12,253,79,31,12.53,-12.30,2.12,fist
-82.02,-46.60,252,76,30,13.76,-12.89,1.81,fist
-68.65,-47.61,253,75,29,13.00,-11.05,4.32,fist
-61.26,-49.57,253,72,28,10.82,-8.09,4.43,fist
-63.83,-41.11,253,71,28,8.13,-8.36,4.11,fist
-68.48,-42.58,253,69,28,6.90,-6.98,2.75,fist
-56.10,-34.38,253,71,28,4.19,-5.08,3.41,fist
-43.49,2.36,253,74,29,-0.23,-3.84,4.05,fist
-66.50,30.60,253,74,29,-3.83,-5.94,2.58,fist
-87.91,39.25,253,74,29,-10.64,-13.02,0.47,fist
-100.64,46.13,253,69,29,-16.02,-15.13,-2.84,fist
-95.19,44.02,255,67,29,-10.48,-10.80,-0.98,fist
-89.98,35.80,253,68,29,-5.82,-8.07,0.00,fist
-100.99,-5.34,253,68,30,0.37,-3.85,-0.75,fist
-113.06,-18.52,253,66,30,1.78,-4.89,-2.08,fist
-118.70,-21.51,253,68,30,2.27,-5.05,-2.76,fist
-81.42,-24.77,251,68,30,4.26,-9.13,1.38,fist
-75.46,-31.90,253,61,29,8.98,-13.97,3.62,fist
-61.66,-29.48,253,61,29,6.29,-9.80,5.29,fist
-76.62,-31.87,253,60,29,4.45,-6.96,1.66,fist
-96.60,-18.92,253,60,30,2.19,-6.35,-0.74,fist
-118.97,3.65,253,60,30,-0.33,-4.53,-2.51,fist
-135.70,29.34,253,59,33,-3.26,-4.05,-4.15,fist
-161.40,44.60,253,59,33,-6.67,-2.16,-6.41,fist
-151.65,45.08,253,58,36,-6.93,-3.28,-6.08,fist
-120.72,15.65,253,58,34,-2.43,-7.45,-4.43,fist
-103.03,5.04,253,57,38,-1.02,-11.33,-2.62,fist
-103.62,-12.17,253,58,36,2.14,-9.64,-2.33,fist
-84.63,-17.05,253,59,38,2.33,-7.57,0.71,fist
-70.59,-21.11,253,59,38,3.24,-7.91,2.79,fist
-71.23,-8.88,253,63,31,1.96,-11.89,4.04,fist
-75.88,-17.64,254,68,29,5.13,-15.64,3.93,fist
-68.22,-13.92,255,70,26,3.59,-13.44,5.37,fist
-71.35,-16.64,253,73,25,2.83,-8.97,3.03,fist
-65.99,-15.47,253,73,25,1.43,-4.71,2.10,fist
-96.55,-12.87,253,73,25,1.56,-6.78,-0.78,fist
-93.81,6.62,253,73,26,-0.64,-5.50,-0.37,fist
-109.91,20.75,253,74,25,-2.49,-6.19,-2.24,fist
-64.08,-21.24,253,86,31,5.13,-11.86,5.77,fist
-61.25,-23.03,253,87,32,5.58,-11.51,6.32,fist
-51.29,-23.71,252,84,34,5.83,-10.35,8.30,fist
-48.04,-18.34,253,89,38,4.21,-9.45,8.50,fist
-42.35,-11.55,253,89,38,2.08,-6.86,7.53,fist
-51.25,-15.94,253,87,35,2.25,-6.14,4.93,fist
-62.57,-9.57,253,89,38,1.01,-5.29,2.75,fist
-63.93,8.47,250,89,40,-1.97,-11.90,5.82,fist
-53.52,-24.09,252,89,41,4.77,-8.59,6.35,fist
-50.80,-34.35,253,89,41,6.27,-7.10,5.79,fist
-24.90,-26.53,253,89,42,3.76,-3.17,6.83,fist
-20.25,-27.68,253,89,43,4.53,-2.99,8.09,fist
-39.09,-28.87,248,90,44,5.84,-6.68,8.22,fist
-39.32,-36.07,253,89,42,6.99,-6.08,7.42,fist
-59.36,-38.84,253,89,41,8.83,-9.43,5.59,fist
-55.94,-42.64,253,89,42,9.99,-8.99,6.08,fist
-42.04,-39.01,247,89,43,8.92,-7.37,8.18,fist
-41.69,-36.29,253,89,43,8.57,-7.76,8.72,fist
-48.55,-40.02,251,89,43,8.36,-7.46,6.59,fist
-62.61,-50.87,252,90,44,8.83,-6.38,3.30,fist
-56.06,-55.62,253,89,44,7.75,-4.40,2.96,fist
-101.98,-45.20,253,90,39,5.61,-5.45,-1.16,fist
-135.60,26.48,252,88,37,-3.98,-5.59,-5.70,fist
-148.07,35.92,253,76,34,-5.95,-4.35,-6.98,fist
-147.13,-26.35,253,87,33,3.78,-4.14,-6.41,fist
-137.99,-0.92,253,87,34,0.10,-4.30,-4.77,fist
-100.86,-48.99,253,87,34,4.85,-4.14,-0.79,fist
-78.41,-70.54,252,88,36,9.68,-3.35,0.69,fist
-45.56,-53.10,253,87,37,9.24,-4.95,4.86,fist
-52.95,-48.68,253,86,36,9.42,-6.61,4.99,fist
-33.10,-44.37,253,87,37,8.50,-4.74,7.28,fist
-38.90,-56.60,253,88,37,13.36,-5.53,6.85,fist
-54.70,-47.30,251,89,32,11.22,-8.45,5.99,fist
-49.67,-63.45,253,83,29,12.62,-4.81,4.08,fist
-42.83,-6.68,253,82,25,1.62,-9.41,10.15,fist
-39.24,-15.70,253,80,25,3.83,-8.62,10.56,fist
-56.32,-9.96,251,82,26,2.60,-12.33,8.22,fist
-69.07,-12.64,253,81,27,3.23,-13.47,5.15,fist
-71.85,-9.39,253,82,27,1.81,-10.42,3.41,fist
-67.89,-14.79,255,82,26,1.45,-5.07,2.06,fist
-37.75,-18.58,252,81,25,1.39,-2.54,3.28,fist
-45.23,-45.88,253,81,26,4.37,-3.01,2.99,fist
-46.34,-44.84,252,83,27,7.21,-5.25,5.01,fist
-39.39,-46.02,253,83,26,8.75,-5.36,6.53,fist
-35.55,-43.11,253,82,27,9.42,-5.85,8.19,fist
-42.22,-51.68,253,85,27,12.79,-6.79,7.49,fist
-61.14,-56.03,254,86,27,15.42,-9.10,5.01,fist
-57.45,-62.64,253,84,28,13.17,-5.74,3.67,fist
-40.29,-64.17,253,84,29,12.74,-3.99,4.70,fist
-28.77,-65.20,248,83,30,10.77,-2.39,4.36,fist
-77.26,-52.75,255,83,30,6.55,-4.86,1.10,fist
66.25,-81.23,253,83,29,6.51,0.92,0.40,fist
40.43,-76.70,253,83,29,5.48,0.84,0.99,fist
-84.76,-16.96,253,82,30,1.77,-5.79,0.53,fist
-59.75,-31.66,253,82,29,5.31,-7.43,4.34,fist
-73.87,-39.36,252,83,29,10.54,-12.35,3.57,fist
-90.75,-31.03,251,84,30,9.32,-15.49,-0.20,fist
-89.31,-35.66,251,83,31,6.40,-8.92,0.11,fist
-93.06,-35.50,255,85,30,5.18,-7.25,-0.39,fist
-100.24,-29.52,253,85,31,3.22,-5.59,-1.01,fist
-104.20,-36.65,252,84,31,4.23,-5.51,-1.39,fist
-57.67,-56.90,253,84,31,3.17,-1.75,1.11,fist
-38.32,-60.65,253,83,31,8.85,-3.09,3.90,fist
-26.19,-51.04,253,84,31,9.74,-3.48,7.07,fist
-43.42,-44.03,251,85,31,11.37,-8.09,8.55,fist
-41.95,-42.97,253,86,32,11.13,-7.99,8.88,fist
-59.51,-40.80,253,86,32,11.76,-11.74,6.91,fist
-57.13,-45.56,253,85,32,12.77,-10.52,6.80,fist
-43.10,-50.86,253,85,33,11.23,-6.25,6.68,fist
-38.79,-51.09,250,84,34,10.63,-5.37,6.68,fist
-41.11,-53.41,253,87,34,9.00,-4.39,5.04,fist
-63.95,-49.01,253,85,31,7.35,-5.74,2.80,fist
-27.16,-81.18,253,85,28,3.35,-0.24,0.46,fist
118.94,0.83,253,84,26,-0.02,1.15,-0.64,fist
72.63,-19.06,253,83,26,1.25,3.45,1.08,fist
-75.43,-14.43,253,83,26,2.25,-8.46,2.20,fist
-87.10,-12.02,253,84,25,3.81,-17.88,0.91,fist
-63.14,-45.36,252,82,25,13.71,-12.08,6.12,fist
-72.70,-47.83,253,81,25,20.18,-17.45,5.43,fist
-67.33,-38.46,253,84,27,11.61,-13.48,5.63,fist
-59.41,-29.81,253,85,29,6.40,-9.62,5.69,fist
-41.08,-21.64,253,86,30,1.46,-2.42,2.78,fist
105.99,33.16,253,85,29,-1.35,1.98,-0.57,fist
86.25,83.08,252,84,29,-5.74,0.69,0.05,fist
-39.88,14.21,253,85,30,-1.83,-4.63,5.54,fist
-58.62,-22.27,251,86,31,7.45,-15.52,9.47,fist
-51.85,-4.18,253,85,30,1.29,-13.90,10.92,fist
-36.77,0.65,253,80,29,-0.16,-8.59,11.49,fist
-37.22,4.64,253,79,30,-1.13,-8.38,11.04,fist
-23.19,15.14,253,83,29,-2.74,-3.99,9.32,fist
-24.91,28.37,253,84,29,-5.24,-4.09,8.80,fist
-28.25,28.07,252,83,29,-5.34,-4.74,8.83,fist
-33.36,32.71,249,83,29,-7.24,-6.20,9.42,fist
-46.17,4.08,255,83,28,-0.89,-9.01,8.65,fist
-23.35,5.99,253,83,28,-1.32,-4.98,11.52,fist
-27.69,1.42,253,84,29,-0.30,-5.66,10.78,fist
-18.19,-26.50,252,86,29,4.60,-2.88,8.77,fist
-58.65,-23.38,253,87,30,4.73,-9.35,5.69,fist
-77.91,-30.01,253,87,31,4.83,-8.18,1.75,fist
-111.76,-42.16,253,88,31,4.29,-4.40,-1.75,fist
-115.12,-49.90,253,88,32,7.32,-5.58,-2.62,fist
-98.72,-24.61,253,89,33,5.13,-11.06,-1.70,fist
-102.37,-17.26,253,89,31,2.81,-8.82,-1.93,fist
-99.46,-12.75,253,88,31,2.93,-12.75,-2.13,fist
-101.34,-41.79,253,88,33,6.86,-7.53,-1.51,fist
-113.23,-45.02,253,88,33,7.80,-7.16,-3.07,fist
-126.13,-46.61,253,88,33,4.13,-3.16,-2.30,fist
-124.75,-57.07,251,88,33,5.32,-2.83,-1.96,fist
-98.34,-41.17,253,89,34,5.56,-6.29,-0.92,fist
-81.58,-56.38,254,92,34,9.96,-6.55,0.97,fist
-68.81,-58.02,253,89,34,10.29,-5.99,2.32,fist
13.69,-73.40,251,89,34,12.69,0.90,3.68,fist
-2.72,-77.63,253,89,34,16.80,-0.17,3.68,fist
22.07,-77.22,253,89,34,15.70,1.34,3.30,fist
-20.87,-74.79,253,89,36,14.71,-1.42,3.74,fist
25.40,-71.34,253,90,35,12.30,1.78,3.75,fist
-33.06,-71.45,253,89,37,10.24,-1.87,2.88,fist
-45.56,-51.91,255,90,37,5.13,-2.87,2.81,fist
-67.06,-24.89,253,90,37,3.46,-6.86,2.90,fist
-70.56,-17.31,253,90,36,2.08,-6.30,2.22,fist
-75.62,-11.98,253,90,38,1.65,-7.54,1.93,fist
-82.31,-16.08,253,90,39,3.70,-12.71,1.72,fist
-78.05,-11.93,253,90,39,2.75,-12.74,2.70,fist
-80.94,18.65,253,90,39,-4.01,-11.72,1.87,fist
-88.79,44.84,253,90,39,-8.68,-8.73,0.18,fist
-94.09,32.59,253,90,39,-5.76,-8.98,-0.64,fist
-99.06,13.14,253,90,39,-2.63,-11.14,-1.78,fist
-104.66,9.22,253,90,40,-1.73,-10.29,-2.69,fist
-116.26,5.53,252,93,41,-0.99,-9.13,-4.50,fist
-136.62,9.20,253,92,42,-1.47,-6.25,-6.61,fist
-139.26,12.04,251,92,43,-2.25,-6.89,-8.00,fist
-134.16,10.83,253,94,43,-1.62,-6.07,-5.90,fist
-138.76,7.22,253,94,43,-1.07,-5.55,-6.33,fist
-145.70,14.24,253,95,43,-2.15,-4.78,-7.01,fist
-131.32,18.39,253,95,43,-2.93,-6.62,-5.83,fist
-135.15,11.41,255,94,44,-1.60,-5.61,-5.64,fist
-135.87,19.69,253,94,44,-2.56,-4.98,-5.13,fist
-141.27,27.38,253,94,43,-3.19,-3.85,-4.80,fist
-128.86,23.26,253,94,43,-2.83,-5.13,-4.13,fist
-118.97,20.59,253,94,42,-2.89,-6.73,-3.73,fist
-125.86,19.73,250,93,42,-2.61,-5.89,-4.26,fist
-118.43,13.58,253,94,46,-1.96,-7.13,-3.86,fist
-115.73,4.03,253,94,44,-0.52,-6.61,-3.18,fist
-92.41,7.30,248,93,42,-1.15,-8.98,-0.38,fist
-87.30,-4.87,252,83,41,1.29,-15.16,0.72,fist
-74.53,-16.38,253,92,42,3.70,-12.14,3.36,fist
-66.97,0.94,245,93,46,-0.19,-10.47,4.45,fist
-68.66,10.92,253,93,42,-1.76,-8.51,3.32,fist
-40.24,5.13,252,95,48,-0.89,-6.39,7.55,fist
-43.15,21.22,253,97,49,-3.58,-6.30,6.73,fist
-45.61,11.04,253,97,50,-1.77,-6.47,6.34,fist
-54.05,-9.33,253,97,50,1.53,-7.51,5.45,fist
-55.67,-28.58,252,96,49,4.82,-7.31,4.99,fist
-48.43,-33.79,253,96,49,4.85,-5.43,4.81,fist
-36.86,-41.90,253,96,47,6.17,-4.12,5.50,fist
-32.74,-41.63,253,95,41,6.43,-3.91,6.09,fist
-24.31,-42.67,253,92,35,6.35,-2.83,6.28,fist
-15.18,-56.57,253,90,33,8.67,-1.50,5.53,fist
-3.62,-62.74,255,87,28,10.45,-0.34,5.37,fist
13.11,-71.76,253,86,27,12.52,0.94,4.02,fist
8.65,-71.63,253,84,25,12.22,0.61,4.01,fist
-17.92,-54.56,248,81,26,9.15,-2.00,6.20,fist
14.31,-64.48,253,81,27,10.55,1.24,4.88,fist
-42.70,-30.18,253,81,28,4.10,-4.78,5.18,fist
-57.94,0.85,253,81,28,-0.15,-8.64,5.41,fist
-54.34,13.98,253,82,29,-2.43,-7.91,5.68,fist
-55.33,23.14,253,83,31,-4.36,-8.39,5.81,fist
-43.38,25.28,253,85,33,-4.55,-6.62,7.01,fist
-28.00,30.03,253,86,34,-5.10,-4.14,7.80,fist
-24.14,45.36,253,86,34,-8.12,-3.28,7.31,fist
-28.84,51.54,253,86,34,-9.85,-3.77,6.85,fist
-40.37,48.34,253,87,36,-9.92,-5.72,6.73,fist
-36.28,42.85,253,88,37,-7.39,-4.71,6.42,fist
-44.98,25.00,253,88,37,-3.99,-6.05,6.05,fist
-43.08,13.63,255,88,37,-1.86,-5.24,5.60,fist
-36.62,-0.26,254,89,37,0.04,-4.68,6.29,fist
-26.26,-13.62,253,87,38,1.72,-3.14,6.36,fist
-44.91,-18.53,253,88,38,3.11,-6.55,6.57,fist
-42.88,-16.49,253,90,38,3.02,-6.94,7.48,fist
-36.73,-16.18,253,90,40,3.04,-6.27,8.40,fist
-35.80,-14.95,252,89,42,2.72,-5.96,8.26,fist
-30.91,-12.58,253,91,43,2.25,-5.17,8.63,fist
-39.55,-20.33,253,90,43,4.00,-6.88,8.33,fist
-47.84,-18.14,253,90,43,4.09,-9.26,8.39,fist
-33.36,-11.27,250,90,44,2.18,-6.03,9.16,fist
-43.04,-8.10,253,93,43,1.93,-9.25,9.91,fist
-24.02,-14.22,253,90,43,3.23,-5.19,11.65,fist
-16.78,-13.67,253,90,42,2.75,-3.26,10.82,fist
-22.86,-6.37,253,87,38,1.06,-3.68,8.73,fist
-15.93,9.14,253,85,32,-1.29,-2.21,7.73,fist
-24.82,24.31,255,85,30,-3.53,-3.28,7.09,fist
-38.29,28.70,253,84,30,-4.71,-5.34,6.76,fist
-48.45,30.70,253,85,31,-5.42,-6.84,6.06,fist
-52.72,28.46,253,87,34,-5.44,-7.99,6.08,fist
-66.81,-29.06,253,253,253,3.57,-5.90,2.53,open
-32.04,15.85,253,253,253,-3.06,-5.71,9.12,open
-16.26,21.04,254,253,253,-3.46,-2.52,8.64,open
-27.72,8.71,253,255,253,-1.35,-4.09,7.78,open
-32.22,15.33,253,253,253,-2.55,-4.96,7.86,open
-37.64,14.61,253,253,253,-2.21,-5.17,6.71,open
-37.02,8.58,253,253,253,-1.47,-5.86,7.77,open
-38.67,7.90,248,253,253,-1.35,-6.08,7.60,open
-35.30,8.60,251,249,253,-1.38,-5.26,7.43,open
-27.47,10.93,253,253,253,-1.83,-4.36,8.39,open
-27.86,10.12,253,253,253,-1.68,-4.39,8.30,open
-29.09,11.49,253,253,253,-1.92,-4.60,8.28,open
-20.86,10.86,253,253,253,-2.01,-3.73,9.78,open
-19.31,11.09,254,253,253,-2.43,-4.10,11.70,open
-25.70,12.00,253,253,253,-2.85,-5.82,12.10,open
-20.45,10.90,253,253,253,-1.24,-2.26,6.05,open
-3.66,18.29,253,253,253,-2.70,-0.52,8.16,open
-8.47,2.73,253,255,253,-0.48,-1.48,9.96,open
-29.72,1.60,254,246,253,-0.29,-5.14,9.00,open
-29.44,6.07,252,252,253,-1.03,-4.78,8.47,open
-34.14,-0.24,253,253,253,0.04,-5.19,7.65,open
-21.78,-0.31,253,253,253,0.05,-3.29,8.25,open
-23.97,1.39,253,253,253,-0.19,-3.13,7.04,open
-21.67,4.87,252,252,253,-0.75,-3.24,8.15,open
-18.11,1.17,252,254,253,-0.18,-2.77,8.45,open
-20.82,-5.70,253,253,253,0.93,-3.30,8.67,open
-24.65,-6.63,253,253,253,1.14,-4.11,8.95,open
-19.52,-6.31,253,253,254,1.05,-3.16,8.91,open
-20.66,-3.49,241,253,253,0.58,-3.38,8.96,open
-31.04,-2.91,253,252,252,0.58,-5.86,9.73,open
-52.26,-0.25,252,255,253,0.05,-8.34,6.45,open
-47.01,-1.88,253,253,254,0.28,-6.36,5.93,open
-58.15,-5.19,253,249,253,0.69,-6.47,4.02,open
-34.72,-3.55,253,253,253,0.43,-3.96,5.71,open
-30.45,-11.35,253,253,253,1.75,-4.43,7.53,open
-37.40,-10.28,253,250,253,1.68,-5.63,7.36,open
-44.61,-1.10,253,253,253,0.20,-7.38,7.48,open
-35.04,-9.44,255,253,253,1.80,-6.23,8.88,open
-37.12,-7.20,253,253,253,1.52,-7.25,9.58,open
-38.16,-10.14,251,253,253,1.79,-6.20,7.88,open
-40.66,-5.51,253,255,253,0.94,-6.32,7.35,open
-25.39,3.40,253,253,253,-0.67,-4.82,10.16,open
-5.76,4.73,253,253,253,-0.74,-0.89,8.83,open
-17.10,6.56,253,253,253,-1.06,-2.72,8.83,open
-16.86,3.38,253,253,252,-0.52,-2.57,8.47,open
-30.53,11.55,253,253,253,-1.69,-4.20,7.12,open
-25.69,10.18,253,253,253,-1.42,-3.42,7.11,open
-26.03,3.13,253,253,253,-0.47,-3.75,7.68,open
-43.42,-0.01,252,255,253,0.00,-6.77,7.15,open
-37.50,-0.27,253,253,253,0.05,-6.08,7.92,open
-39.02,0.71,253,253,253,-0.14,-7.14,8.81,open
-29.09,0.76,252,253,253,-0.17,-6.16,11.06,open
-25.28,-4.31,253,252,250,0.91,-5.17,10.95,open
-24.21,-0.72,254,255,253,0.15,-4.94,11.00,open
-14.38,5.02,252,252,253,-0.84,-2.38,9.30,open
-26.61,8.46,253,253,253,-1.14,-3.42,6.84,open
-32.61,13.29,253,253,253,-1.97,-4.50,7.03,open
-32.15,9.49,253,255,253,-1.45,-4.63,7.36,open
-30.88,7.42,253,253,253,-1.26,-4.97,8.32,open
-30.85,-2.94,253,253,247,0.56,-5.60,9.37,open
-32.65,-6.73,253,253,253,1.28,-5.86,9.14,open
-29.56,-11.24,253,252,253,2.06,-5.11,9.01,open
-31.11,-13.26,253,252,255,2.40,-5.26,8.72,open
-36.35,-9.76,253,253,253,1.80,-6.20,8.43,open
-40.10,-5.36,253,253,253,0.99,-6.82,8.10,open
-38.98,-5.42,253,253,253,1.03,-6.85,8.46,open
-43.11,-2.44,253,253,253,0.49,-7.88,8.42,open
-46.43,-14.90,253,250,253,3.14,-8.55,8.14,open
-47.52,-25.53,253,253,253,5.53,-8.53,7.81,open
-53.31,-34.93,253,253,253,6.95,-7.98,5.95,open
-62.10,-35.86,253,252,255,6.39,-7.81,4.13,open
-75.57,-39.11,253,253,253,7.28,-8.67,2.23,open
-83.66,-52.03,253,253,253,8.48,-6.57,0.73,open
-92.18,-46.36,253,253,253,7.54,-7.18,-0.27,open
-113.48,-42.71,253,252,254,4.83,-4.80,-2.08,open
-148.66,-3.90,253,253,253,0.34,-2.61,-4.29,open
-176.66,14.50,251,250,253,-1.26,-0.28,-4.88,open
-159.30,-7.11,253,253,253,0.70,-1.99,-5.28,open
-132.26,-24.15,253,253,253,3.18,-5.25,-4.77,open
-125.57,-34.52,253,253,253,6.11,-7.23,-5.17,open
-121.30,-31.44,251,253,253,6.83,-9.55,-5.81,open
-121.57,-26.41,252,253,252,4.75,-8.15,-5.01,open
-114.28,-26.82,253,253,253,5.49,-9.90,-4.47,open
-114.60,-27.73,252,255,253,4.88,-8.44,-3.87,open
-114.45,-28.56,255,252,253,4.73,-7.91,-3.60,open
-114.35,-25.20,253,253,253,4.16,-8.05,-3.64,open
-111.28,-20.07,255,253,253,2.90,-7.39,-2.88,open
-108.30,-27.65,253,251,253,2.35,-4.26,-1.41,open
-69.26,-34.30,253,249,252,2.75,-3.77,1.43,open
-58.21,-6.94,253,253,254,1.35,-9.41,5.83,open
-58.77,-4.65,255,253,253,0.86,-9.07,5.50,open
-65.18,2.16,253,253,253,-0.50,-12.12,5.61,open
-47.63,7.18,253,253,253,-1.42,-8.36,7.62,open
